"haiku_text","poet_name","","latitude","longitude","location_type","location_name","poetry_type","keywords","season"
"八雲たつ出雲八重垣妻ごみに八重垣つくるその八重垣を","素戔嗚尊","","35.003848","135.7786","句碑","御神詠歌 歌碑。","俳句","",""
"かにかくに祇園はこひし寐(ぬ)るときも枕のしたを水のながるる","吉井 勇","","35.0055","135.773917","句碑","かにかくに碑(吉井勇 歌碑)。","俳句","",""
"風薫る左文右武の學舎跡","鈴鹿登","","35.015293","135.780911","句碑","大日本武徳会「薫風句碑」。","俳句","風薫る","夏"
"この門を入れば涼風おのづから","森永湛堂老師","","35.011395","135.7919","句碑","森永湛堂老師句碑。","俳句","涼風","夏"
"手束弓手に取り持ちて朝狩に君は立たしぬ棚倉の野に","詠人不知","","34.775693","135.812329","句碑","棚倉歌碑。","俳句","",""
"みかの原わきて流るるいづみ川いつ見きとてか恋しかるらむ","詠人不知","","34.759388","135.871916","句碑","中納言兼輔歌碑。","俳句","",""
"はし立てや松は月日のこぼれ種","与謝蕪村","","35.563369","135.187973","句碑","与謝蕪村句碑。","俳句","月","秋"
"若葉して御目の雫拭はばや","松尾芭蕉","","34.676214","135.785089","句碑","松尾芭蕉句碑 開山堂。","俳句","若葉","夏"
"古郷之飛鳥者在有青丹吉平城之明日香ヲ見楽思好裳","大伴坂上郎女","","34.677925","135.83156","句碑","平城の飛鳥の万葉歌碑。","俳句","",""
"塚の虫茶葉人となりてうく","磯野莞人","","34.693496","135.779736","句碑","磯野莞人 句碑。","俳句","虫","秋"
"うぐいすを魂にねむるか矯楊","松尾芭蕉","","34.617234","135.830683","句碑","松尾芭蕉句碑（在原神社）。","俳句","",""
"見上ぐれば桜しもうて紀三井寺","松尾芭蕉","","34.184393","135.189453","句碑","松尾芭蕉句碑。","俳句","桜","春"
"父母のしきりにこいし雉子の声","松尾芭蕉","","34.219358","135.604999","句碑","松尾芭蕉句碑高野山雉子塚。","俳句","雉","春"
"一水の緑陰に入るところかな","高浜年尾","","34.220793","135.605598","句碑","高浜年尾句碑。","俳句","緑陰","夏"
"ひとつぬきてうしろにおひぬころもかへ","松尾芭蕉","","34.280402","135.405906","句碑","松尾芭蕉句碑。","俳句","",""
"友待つと見へず紅葉に一人かな","松尾芭蕉","","34.668954","135.128181","句碑","松尾芭蕉句碑。","俳句","紅葉","秋"
"須磨寺やふかぬ笛きく木下闇","松尾芭蕉","","34.644983","135.115126","句碑","松尾芭蕉句碑。","俳句","木下闇","夏"
"暁や白帆過ぎ行く蚊帳の外","正岡子規","","34.64911","135.112617","句碑","正岡子規句碑。","俳句","蚊帳","夏"
"はりまがた舞子の浜に旅寝して見し夜こひしき月の影かな","明治天皇","","34.630875","135.035408","句碑","明治天皇の歌碑。","俳句","",""
"あしたづの舞子の浜の松原は千代を養う處なりけり","明治天皇","","34.630875","135.035408","句碑","明治天皇の歌碑。","俳句","",""
"播磨潟舞子の浜の浜松にかげに遊びし春惜しぞ思う","明治天皇","","34.630875","135.035408","句碑","明治天皇の歌碑。","俳句","",""
"照る日かな蒸すほど暑き甑岩","祖山崎宗鑑","","34.758438","135.322043","句碑","祖山崎宗鑑 歌碑。","俳句","",""
"賤の女や袋あらひの水の色","鬼貫","","34.779785","135.421426","句碑","鬼貫句碑。","俳句","あら","冬"
"岬に立つ帰郷草笛息つづかず","西村蓼花","","35.613084","134.386523","句碑","西村蓼花句碑。","俳句","草笛","夏"
"涼しさを飛騨の工が指図かな","松尾芭蕉","","34.864019","134.961401","句碑","松尾芭蕉句碑小野浄谷浄土寺。","俳句","涼し","夏"
"花ぞ雲動き出たる龍野衆","井原西鶴","","34.870472","134.541717","句碑","西鶴句碑。","俳句","花","春"
"朧銀の水のめぐりて初ざくら","加藤三七子","","34.86848","134.545024","句碑","加藤三七子句碑。","俳句","朧","春"
"虫の夜の絶壁というおくりもの","森田廣","","35.43181","133.198055","句碑","森田廣句碑。","俳句","虫","秋"
"盤石をぬく燈台や夏近し","原石鼎","","35.361448","132.756962","句碑","原石鼎歌碑。","俳句","夏近し","春"
"磯鷲はかならず巌にとまりけり","原石鼎","","35.431949","132.635756","句碑","原石鼎句碑。","俳句","鳧","夏"
"冬夜の駅妻一人の出迎がよし","和田博雄","","34.663575","133.92276","句碑","和田博雄句碑。","俳句","冬","冬"
"旅は優し窓で月見る今宵かな","飯尾宗祗","","34.613894","134.169853","句碑","飯尾宗祗句碑。","俳句","月見","秋"
"木蓮や塀の外吹く俄風","内田百閒","","34.66285","133.941103","句碑","内田百閒句碑。","俳句","木蓮","春"
"桜さく日本に生れ男かな","巖谷小波","","34.489922","133.36198","句碑","巖谷小波句碑 福山城。","俳句","桜","春"
"あけはなつや満山のみどり山頭火","種田山頭火","","34.454979","133.026387","句碑","種田山頭火句碑。","俳句","",""
"悲しみの夏雲へむけ鳩放つ","中曽根康弘","","34.393641","132.454529","句碑","中曽根康弘句碑「悲しみの 夏雲へむけ 鳩放つ」。","俳句","夏","夏"
"呉かあらぬ春の裾山灯をともす","正岡子規","","34.232251","132.560705","句碑","子規句碑。","俳句","あら","冬"
"晴れ渡る八代の里は鶴のもの","水田千代子","","34.088034","131.94271","句碑","ツルの句碑 千代子。","俳句","鶴","冬"
"石庭の最も月に濡れ易し","梶原転石","","34.197446","131.490298","句碑","梶原転石句碑。","俳句","月","秋"
"ちんぽこもおそそも湧いて溢れる湯","種田山頭火","","34.166668","131.458478","句碑","種田山頭火句碑 湯田温泉。","俳句","",""
"京に似し美き山川風薫る","森永杉洞","","34.187803","131.471518","句碑","薫風句碑。","俳句","風薫る","夏"
"偉大なる存在なりし松下塾","井上剣花坊","","34.41226","131.41734","句碑","井上剣花坊句碑。","俳句","",""
"松に月古き景色を時雨け里","梶原芭臣","","34.357378","134.100993","句碑","梶原芭臣石碑。","俳句","時雨","冬"
"頭上の岩をめぐるや秋の雲","正岡子規","","34.510702","134.297199","句碑","正岡子規句碑。","俳句","秋の雲","秋"
"稲むしろあり飯の山あり昔今","高浜虚子","","34.286959","133.800936","句碑","高浜虚子句碑。","俳句","稲","秋"
"広重の絵になる港鯛が釣れ","水川浮沈子","","34.294907","133.793421","句碑","水川浮沈子 句碑。","俳句","",""
"山路きてなにやらゆかし菫草","松尾芭蕉","","34.25586","133.727814","句碑","松尾芭蕉句碑多度津白方（海岸寺）。","俳句","菫","春"
"雉子鳴くや笠に音ある散松葉","宇田松琴","","34.25586","133.727814","句碑","松尾芭蕉句碑多度津白方（海岸寺）。","俳句","雉","春"
"月の黒鯛ぴんぴんはねるよ","種田山頭火","","34.324188","134.179702","句碑","種田山頭火句碑。","俳句","黒鯛","夏"
"ここが打留の水があふれてゐる","種田山頭火","","34.191302","134.206995","句碑","種田山頭火句碑。","俳句","",""
"今迄は大師とたのみし金剛杖つきて収める大窪の寺","種田山頭火","","34.191302","134.206995","句碑","種田山頭火句碑。","俳句","",""
"うたた寝のときも手に持つ遍路杖","木村閑流","","34.159028","134.502517","句碑","木村閑流句碑。","俳句","",""
"恋の日の白き灯台黒揚羽","福島せいぎ","","33.835246","134.747452","句碑","蒲生田岬 恋の歌 句碑。","俳句","",""
"牛行くや毘沙門阪の秋の暮","正岡子規","","33.84507","132.77259","句碑","正岡子規句碑「牛行くや毘沙門阪の秋の暮」。","俳句","秋の暮","秋"
"春や昔十五万石の城下哉","正岡子規","","33.840704","132.751718","句碑","正岡子規句碑「春や昔十五万石の城下哉」。","俳句","春","春"
"葉桜の中の無数の空さわぐ","篠原 梵","","33.847551","132.795148","句碑","篠原梵句碑「葉桜の中の無数の空さわぐ」。","俳句","葉桜","夏"
"草茂みベースボールの道白し","正岡子規","","33.809745","132.747696","句碑","正岡子規句碑「草茂みベースボールの道白し」。","俳句","茂","夏"
"ていれぎの下葉浅黄に秋の風","正岡子規","","33.79176","132.811945","句碑","正岡子規句碑「ていれぎの下葉浅黄に秋の風」。","俳句","ていれぎ","春"
"十一人一人になりて秋の暮","正岡子規","","33.865077","132.709788","句碑","正岡子規句碑「十一人一人になりて秋の暮｣。","俳句","秋の暮","秋"
"ものいへは唇寒し秋の風","松尾芭蕉","","34.068372","132.995592","句碑","松尾芭蕉句碑。","俳句","寒し","冬"
"来島の渦にも遊び秋遍路","深川正一郎","","34.068658","132.995968","句碑","深川正一郎句碑。","俳句","秋遍路","秋"
"芋鍋の煮にゆるや秋の音しずか","松根東洋城","","33.510521","132.54367","句碑","松根東洋城句碑。","俳句","秋","秋"
"古池や蛙とび込む水の音","松尾芭蕉","","34.018046","133.027569","句碑","松尾芭蕉句碑今治桜井旦（道脇碑）。","俳句","蛙","春"
"涛音の太古の響神の春","河野静雲","","33.609237","130.255191","句碑","防塁句碑。","俳句","春","春"
"汝もこの神の氏子や小春凪","高浜虚子","","33.319764","130.495625","句碑","高浜虚子句碑。","俳句","小春","冬"
"汝もこの神の氏子や小春凪","正岡子規","","33.319764","130.495625","句碑","高浜虚子句碑。","俳句","小春","冬"
"花掃けば花より抜けて蝶飛べり","石橋忍月","","33.205282","130.556068","句碑","石橋忍月句碑。","俳句","花","春"
"親方と呼びかけられし毛布哉","夏目漱石","","33.31136","130.56618","句碑","夏目漱石句碑。","俳句","毛布","冬"
"筑後路や丸い山吹く春の風","夏目漱石","","33.29741","130.581672","句碑","夏目漱石句碑。","俳句","春の風","春"
"濃かに弥生の雲の流れけり","夏目漱石","","33.298012","130.646219","句碑","夏目漱石句碑。","俳句","弥生","春"
"太閤が睨みし海の霞かな","青木月斗","","33.530756","129.869363","句碑","青木月斗句碑。","俳句","霞","春"
"春もやゝけしきとゝのふ月と梅","松尾芭蕉","","33.449662","129.965419","句碑","松尾芭蕉句碑。","俳句","春","春"
"春もやゝけしきとゝのふ月と梅","松尾芭蕉","","33.449661","129.965419","句碑","松尾芭蕉句碑。","俳句","春","春"
"めにかかる雲やしばしのわたり鳥翁","松尾芭蕉","","32.750666","129.896673","句碑","渡鳥塚。","俳句","",""
"志はら九八花のうへ那る月夜かな","松尾芭蕉","","32.741144","129.883992","句碑","松尾芭蕉句碑長崎鍛冶屋（花見塚)。","俳句","月","秋"
"君か手もましるなるへし花薄去来","松尾芭蕉","","32.751904","129.92636","句碑","芒塚句碑。","俳句","花","春"
"安々と海鼠の如き子を産めり","夏目漱石","","32.810331","130.709052","句碑","夏目漱石句碑（内坪井旧居）。","俳句","海鼠","冬"
"しめ縄や春の水湧く水前寺","夏目漱石","","32.791568","130.734202","句碑","夏目漱石句碑。","俳句","春の水","春"
"大根舟続く炭舟下り舟","井上微笑","","32.241461","130.870247","句碑","立岩の史跡。","俳句","大根","冬"
"秋晴の大観峰に今来たり","高浜虚子","","32.998505","131.072058","句碑","高浜虚子句碑。","俳句","秋晴","秋"
"鷹舞うて阿蘇を遮るものもなく","大久保澄青","","32.998505","131.072058","句碑","大久保澄青。","俳句","鷹","冬"
"梅が香にのっと日乃出る山路かな","松尾芭蕉","","32.733985","131.349825","句碑","松尾芭蕉句碑高千穂岩戸。","俳句","梅","春"
"しんしんと肺碧きまで海の旅","篠原鳳昨","","31.157482","130.587593","句碑","篠原鳳昨句碑。","俳句","",""
"満天の星に旅ゆくマストあり","篠原鳳昨","","31.157482","130.587593","句碑","篠原鳳昨句碑。","俳句","",""
"幾日はも青うなはらの円心に","篠原鳳昨","","31.157482","130.587593","句碑","篠原鳳昨句碑。","俳句","",""
"熔岩に秋風の吹きわたりけり","高浜虚子","","31.590766","130.600344","句碑","高濱虚子句碑。","俳句","秋風","秋"
"熔岩色を重ねて古りて冬ざれて","高濱年尾","","31.588448","130.591481","句碑","高濱年尾句碑。","俳句","冬ざれ","冬"
"島大根引くや背に降る熱き火山灰","淵脇護","","31.5826","130.592678","句碑","淵脇護句碑。","俳句","大根引","冬"
"噴煙の俄に高く菊咲けり","米谷静二","","31.595589","130.600365","句碑","米谷静二句碑。","俳句","鳧","夏"
"地に垂りていよいよあをきさくらかな","角川春樹","","31.581836","130.594412","句碑","角川照子・角川春樹句碑。","俳句","",""
"マグマ湯の赫く溢れて梅雨の月","横山房子","","31.585966","130.592251","句碑","横山房子句碑。","俳句","梅雨","夏"
"桜島とどろき噴けり旧端午","水原 秋桜子","","31.580742","130.597539","句碑","水原秋桜子句碑。","俳句","端午","夏"
"ぬれぎぬを干そうともせず子供らがなすがまにまに果てし君かな","勝海舟","","31.605944","130.5593","句碑","勝海舟歌碑。","俳句","",""
"夕月夜みやらひの齒の波寄する","沢木欣一","","26.872202","128.264477","句碑","沢木欣一句碑。","俳句","夕月夜","秋"
"月清し遊行の持てる砂の上","松尾芭蕉","","35.654345","136.074934","句碑","松尾芭蕉月詠五句の碑。","俳句","月","秋"
"あすの月雨占なはんひなが嶽","松尾芭蕉","","35.824722","136.202514","句碑","松尾芭蕉句碑。","俳句","月","秋"
"あすの月雨占なはんひなが嶽","松尾芭蕉","","35.824722","136.202514","句碑","松尾芭蕉句碑。","俳句","月","秋"
"稲田おほふ雲冷やかに暮れてゆく","臼田亜浪","","36.574554","136.675932","句碑","三雲塚（句碑）。","俳句","冷やか","秋"
"雲の上に立山すわる春日かな","小松砂丘","","36.574554","136.675932","句碑","三雲塚（句碑）。","俳句","春日","春"
"ふるさとよ母よ夏雲は高く候","青柳菁々","","36.574554","136.675932","句碑","三雲塚（句碑）。","俳句","夏","夏"
"ちる柳あるじも我も鐘をきく","松尾芭蕉","","36.572283","136.669241","句碑","松尾芭蕉句碑 柳隠軒。","俳句","柳","春"
"今日よりや書き付け消さん笠の露","松尾芭蕉","","36.24635","136.373942","句碑","松尾芭蕉句碑山中温泉芭蕉の館(木製)「今日よりや 書き付け消さん 笠の露」。","俳句","露","秋"
"山中や菊はたおらじ湯のにおい","松尾芭蕉","","36.245184","136.375828","句碑","松尾芭蕉句碑山中温泉道明ヶ淵 「山中や 菊はたおらじ 湯のにおい 」。","俳句","菊","秋"
"漁火にかじかや波のしたむせび","松尾芭蕉","","36.24035","136.372496","句碑","松尾芭蕉句碑山中温泉無限庵 「漁火に かじかや波の したむせび」。","俳句","",""
"漁火に河鹿や波の下むせび","松尾芭蕉","","36.232574","136.362405","句碑","松尾芭蕉句碑加賀山中温泉平岩橋（西詰欄干碑）。","俳句","河鹿","夏"
"むざんやな甲かぶとの下のきりぎりす","松尾芭蕉","","36.350666","136.322919","句碑","尼御前 松尾芭蕉句碑。","俳句","きりぎりす","秋"
"あかあかと日は難面もあきの風","松尾芭蕉","","36.416098","136.449171","句碑","松尾芭蕉句碑小松天満宮・梅林院 「あかあかと 日はつれなくも あきの風」。","俳句","",""
"石山の石より白し秋の風","松尾芭蕉","","36.311567","136.420282","句碑","松尾芭蕉句碑。","俳句","秋","秋"
"誰も来ず静かな山の池","折口信夫","","36.928058","136.767504","句碑","折口 信夫句碑。","俳句","",""
"川上とこの川下や月の友","松尾芭蕉","","37.152182","136.737503","句碑","冨木八幡神社社務所。","俳句","月","秋"
"名月に麓の霧や田のくもり","松尾芭蕉","","37.396621","136.935509","句碑","嶽薬師。","俳句","名月","秋"
"うつし世の楽土静けし花に鳥","塩田紅果","","37.458621","137.075951","句碑","塩田句碑。","俳句","花","春"
"宴つづく思ひの朝寝さへづれり","筏井竹の門","","36.750646","137.022634","句碑","筏井竹の門句碑。","俳句","朝寝","春"
"雪山に雪の降り居る夕かな","前田普羅","","36.793155","137.015731","句碑","前田普羅 句碑。","俳句","雪","冬"
"早稲の香や分け入る右は有磯海","松尾芭蕉","","36.780435","137.094774","句碑","放生津八幡宮 松尾芭蕉句碑「早稲の香 句碑」。","俳句","早稲","秋"
"早稲の香やわけ入る右は有磯海","松尾芭蕉","","36.796076","137.418126","句碑","松尾芭蕉句碑。","俳句","早稲","秋"
"早稲の香やわけ入る右は有磯海","松尾芭蕉","","36.796076","137.418126","句碑","松尾芭蕉句碑。","俳句","早稲","秋"
"早稲の香や分け入る右は有磯海","松尾芭蕉","","36.964291","137.576388","句碑","松尾芭蕉句碑(元屋敷)。","俳句","早稲","秋"
"あかあかと日は難面も秋の風","松尾芭蕉","","36.684288","137.019081","句碑","松尾芭蕉句碑。","俳句","秋","秋"
"文月や六日も常の夜には似ず","松尾芭蕉","","37.180797","138.245504","句碑","琴平神社。","俳句","六日","暮・新年"
"薬欄にいづれの花をくさ枕","松尾芭蕉","","37.167659","138.224905","句碑","五智国分寺境内 松尾芭蕉句碑。","俳句","花","春"
"一つ家に遊女も寝たり萩と月","松尾芭蕉","","36.982682","137.657752","句碑","松尾芭蕉宿泊市振桔梗屋跡。","俳句","月","秋"
"曙や霧にうつまく鐘の聲","松尾芭蕉","","37.10689","137.993868","句碑","汐路の鐘碑。","俳句","霧","秋"
"文月の六日も常の夜には似ず","松尾芭蕉","","37.167588","138.112801","句碑","松尾芭蕉句碑。","俳句","六日","暮・新年"
"いざゆかん雪見に転ぶ所まで","松尾芭蕉","","37.828126","139.151404","句碑","松尾芭蕉句碑。","俳句","雪見","冬"
"汗なんど拭いて貰うて別れけり","尾崎紅葉","","37.815816","138.279051","句碑","尾崎紅葉句碑。","俳句","鳧","夏"
"百敷や古き軒端のしのぶにもなほあまりある昔なりけり","順徳上皇","","38.016724","138.345257","句碑","黒木御所跡。","俳句","",""
"雲折々人を休むる月見かな","松尾芭蕉","","38.229166","139.481817","句碑","加賀町稲荷 芭蕉句碑。","俳句","月見","秋"
"けふばかり人も年よれ初しぐれ","松尾芭蕉","","38.229166","139.481817","句碑","上片町〔地蔵堂〕 芭蕉句碑。","俳句","初時雨","冬"
"けふはかり人も年よれ初しくれ","松尾芭蕉","","38.104818","139.407394","句碑","菅田公会堂 芭蕉句碑。","俳句","",""
"隠れ家や目だたぬ花を軒の栗","松尾芭蕉","","37.286244","140.374091","句碑","松尾芭蕉句碑須賀川可伸庵跡。","俳句","栗","秋"
"五月雨の滝降りうづむみかさかな","松尾芭蕉","","37.247244","140.391612","句碑","乙字ヶ滝 松尾芭蕉句碑。","俳句","五月雨","夏"
"磐梯の雪真向に八重桜","豊田君仙子","","37.562277","140.104109","句碑","豊田君仙子 句碑。","俳句","八重桜","春"
"雲折々人を休める月見かな","松尾芭蕉","","38.423583","141.308172","句碑","石巻日和山公園 松尾芭蕉句碑。","俳句","月見","秋"
"松風の落葉か水の音涼し","松尾芭蕉","","38.260599","140.346646","句碑","松尾芭蕉句碑山形出羽国分寺。","俳句","涼し","夏"
"名月に麓の霧や田の曇り","松尾芭蕉","","38.157901","140.275915","句碑","松尾芭蕉句碑上山月岡神社。","俳句","名月","秋"
"閑さや岩にしみ入る蝉の声","松尾芭蕉","","38.312431","140.437314","句碑","松尾芭蕉句碑 立石寺。","俳句","蝉","夏"
"五月雨をあつめて早し最上川","松尾芭蕉","","38.786341","140.026938","句碑","松尾芭蕉上陸の地。","俳句","五月雨","夏"
"あらざらむんこの世のほかの思ひ出にいまひとたびの逢ふこともがな","和泉式部","","","","句碑","和泉式部公園","短歌","",""
"人はいさ心も知らずふるさとは花ぞ昔の香に匂ひいける","紀貫之","","","","ゆかりの地","土佐国衙跡","短歌","",""
"めぐり逢ひいて見しやそれともわかぬ間に雲隠れにし夜半の月かな","紫式部","","","","ゆかりの地","紫式部公園","短歌","",""
"おほおけなく憂き世の民におほおふうかなわがたつ杣に墨染の袖","前大僧正慈円","","","","ゆかりの地","比叡山","短歌","",""
"もろともにあはわれと思へ山桜花よりほかに知しる人もなし","行尊、前さきの大僧正だいそうじょう行尊","","","","ゆかりの地","円城寺（三井寺）","短歌","",""
"来ぬ人を松帆の浦の夕なぎに焼くやもしほの身もこがれつつ","藤原定家","","","","ゆかりの地","厭離庵（時雨亭跡）","短歌","",""
"小倉山峰のもみぢじ葉心あらば今ひとたびのみゆき待たなむん","貞信公（藤原忠平）","","","","ゆかりの地","法性寺","短歌","",""
"わたの原こぎいでてみれば久方の雲居にまがごふう沖つ白波","法性寺入道前関白太政大臣（藤原忠通）","","","","ゆかりの地","法性寺","短歌","",""
"花の色はうつりにけりないたづずらにわが身よにふるながめせしまに","小野小町","","","","ゆかりの地","随心院","短歌","",""
"難波津に咲くや木の花冬ごもり今は春べと咲くや木の花","王仁","","","","ゆかりの地","伝王仁墓","短歌","",""
"嘆けとて月やは物を思はわするかこち顔なるわが涙かな","西行","","","","ゆかりの地","弘川寺（大阪府南河内郡河南町）","短歌","",""
"瀬をはやみ岩にせかるる滝川のわれても末にあはわむんとぞ思ふ","崇徳天皇","","","","ゆかりの地","白峯寺（香川県坂出市）","短歌","",""
"このたびは幣もとりあへえず手向山もみぢのにしき神のまにまに","菅原道真","","","","ゆかりの地","太宰府天満宮","短歌","",""
"人もをし人もうらめしあぢじきなく世を思ふうゆゑに物思ふ身は","後鳥羽院","","","","ゆかりの地","隠岐","短歌","",""
"秋の田のかりほの庵の苫をあらみ我が衣手は露にぬれつつ","天智天皇","","","","ゆかりの地","近江神宮","短歌","",""
"みちのくのいはで忍ぶはえぞしらぬかきつくしてよつぼのいしぶみ","前大僧正慈円","","","","歌枕","つぼのいしぶみ","短歌","",""
"さざ浪や志賀の都はあれにしを昔ながらの山ざくらかな","平忠度","","","","歌枕","志賀","短歌","",""
"我袖の涙や鳰の海ならむかりにも人をみるめなければ","上西門院兵衛","","","","歌枕","鳰の海（琵琶湖）","短歌","",""
"これやこの行くも帰るも別れつつ知るも知らぬも逢坂の関","蝉丸","","","","歌枕","逢坂の関","短歌","",""
"さざなみの志賀の辛崎幸くあれど大宮人の船待ちかねつ","柿本人麻呂","","","","歌枕","志賀","短歌","",""
"近江なる打出の浜のうちいでつつうら見やせまし人の心を","読人不知","","","","歌枕","打出の浜","短歌","",""
"まきの板も苔むすばかりなりにけりいくよへぬらむ瀬田の長橋","大江匡房","","","","歌枕","瀬田の長橋","短歌","",""
"よろづよをみかみの山のひびくには野洲の川水すみぞあひにける","清原元輔","","","","歌枕","野洲の川","短歌","",""
"昨日かもあられふりしか信楽の外山の霞春めきにけり","","","","","歌枕","信楽","短歌","",""
"関越えて粟津の森のあはずとも清水に見えし影を忘るな","","","","","歌枕","粟津の森","短歌","",""
"都にも人や待つらむ石山の峰に残れる秋の夜の月","","","","","歌枕","石山の峰","短歌","",""
"あぢきなや伊吹の山のさしも草おのがおもひに身をこがしつつ","","","","","歌枕","伊吹の山","短歌","",""
"あふみのうみ夕波千鳥鳴く声に心もしのにいにしへ思ほゆ","","","","","歌枕","あふみのうみ","短歌","",""
"昔見したる井の水はかはらねどうつれる影ぞ年をへにける","","","","","歌枕","たる井の水","短歌","",""
"守れただ契り結ぶの神ならば解けぬ恨みにわれ迷はさで","","","","","歌枕","結ぶの神","短歌","",""
"くらゐやま峰までつける枝なれど今よろづよの坂のためなり","","","","","歌枕","くらゐやま","短歌","",""
"信濃なる浅間の嶽にたつ煙をちこち人の見やはとがめぬ","","","","","歌枕","浅間の嶽、信濃","短歌","",""
"我が心慰めかねつ更科やをばすて山に照る月を見て","","","","","歌枕","をばすて山","短歌","",""
"上毛野佐野の船橋取り放し親はさくれど吾はさかるがへ","","","","","歌枕","佐野の船橋","短歌","",""
"駒止めて袖うちはらふ影もなし佐野の渡りの雪の夕暮","","","","","歌枕","佐野の渡り","短歌","",""
"かくばかり思ひこがれて年ふやとむろの八嶋の煙にもとへ","","","","","歌枕","八嶋の煙","短歌","",""
"下野やしはふきの森のしら露のかかるをりにや色かはるらむ","","","","","歌枕","しはふきの森","短歌","",""
"たのめこししめしか原の下わらひしたにもへてもとしへぬるかな","","","","","歌枕","しめしか原","短歌","",""
"陸奥の外の浜なる呼子鳥鳴くなる声はうたふやすかた","","","","","歌枕","陸奥","短歌","",""
"見し人もとふの浦かぜ音せぬにつれなく消る秋の夜の月","","","","","歌枕","とふの浦","短歌","",""
"綱たえて放れ果てにし陸奥の尾駮の駒をきのふ見しかな","","","","","歌枕","","短歌","",""
"陸奥の荒野の牧の駒だにもとればとられてなれゆくものを","","","","","歌枕","","短歌","",""
"思ひかね今日立て初むる錦木の千束も待たで逢ふ由もがな","","","","","歌枕","","短歌","",""
"阿武隈に霧立ちくもり明けぬとも君をばやらじ待てばすべなし","","","","","歌枕","","短歌","",""
"名取川瀬々のむもれ木あらはればいかにせむとかあひ見そめけむ","","","","","歌枕","","短歌","",""
"ひろせ川渡りの堰の澪しるしみかさそふらし五月雨の比","","","","","歌枕","","短歌","",""
"とりつなげ玉田横野のはなれ駒つつじの岡にあせみ咲くなり","","","","","歌枕","","短歌","",""
"陸奥の榴ヶ岡のくまつづら辛しと妹をけふぞ知りぬる","","","","","歌枕","","短歌","",""
"宮城野の本荒の小萩露を重み風を待つごと君をこそまて","","","","","歌枕","","短歌","",""
"踏まま憂き紅葉の錦散り敷きて人も通はぬおもわくの橋","","","","","歌枕","","短歌","",""
"陸奥は世を浮島もありと云ふを関こゆるぎの急がざらなん","","","","","歌枕","","短歌","",""
"朽ちのこる野田の入江のひとつばし心細くも身ぞふりにける","","","","","歌枕","","短歌","",""
"契りきなかた身に袖をしぼりつゝ末の松山浪越さじとは","","","","","歌枕","","短歌","",""
"みちのくの奥ゆかしくぞおもほゆるつぼのいしぶみそとの浜風","","","","","歌枕","","短歌","",""
"我が袖は潮干に見えぬ沖の石の人こそ知らめ乾く間もなし","","","","","歌枕","","短歌","",""
"塩釜にいつか来にけむ朝なぎに釣する舟はここによらなむ","","","","","歌枕","","短歌","",""
"見せばやな雄島のあまの袖だにも濡れにぞ濡れし色は変わらず","","","","","歌枕","","短歌","",""
"たよりある風もやふくと松島によせて久しき海人のつりぶね","","","","","歌枕","","短歌","",""
"逢ふ事は朽木の橋の絶え絶えにかよふばかりの道だにもなし","","","","","歌枕","","短歌","",""
"みちのくの緒絶の橋やこれならんふみみふまずみ心まどはす","","","","","歌枕","","短歌","",""
"栗原のあねはの松の人ならば都のつとにいざといはましを","","","","","歌枕","","短歌","",""
"都をば霞と共に立ちしかど秋風ぞ吹く白河の関","","","","","歌枕","","短歌","",""
"安積山影さへ見ゆる山の井の浅き心を吾れ思はなくに","","","","","歌枕","","短歌","",""
"みちのくのしのぶもぢずり誰ゆゑに乱れむと思ふ我ならなくに","","","","","歌枕","","短歌","",""
"婦負野の薄おしなべ降る雪に宿借る今日しかなしく思ほゆ","","","","","歌枕","","短歌","",""
"立山に降り置ける雪を常夏に見れども飽かず神ながらとそ","","","","","歌枕","","短歌","",""
"立山に降り置ける雪の常夏に消ずてわたるは神ながらとぞ","","","","","歌枕","","短歌","",""
"玉くしげ二上山に鳴く鳥の声の恋しき時は来にけり","","","","","歌枕","","短歌","",""
"朝床に聞けば遥けし射水川朝漕ぎしつつ唱ふ舟人","","","","","歌枕","","短歌","",""
"立山の雪し消らしも延槻の川のわたり瀬鐙漬かすも","","","","","歌枕","","短歌","",""
"片貝の川の瀬清く行く水の絶ゆることなくあり通ひ見む","","","","","歌枕","","短歌","",""
"落ちたぎつ片貝川の絶えぬごと今見る人もやまず通はむ","","","","","歌枕","","短歌","",""
"あゆの風いたく吹くらし奈呉の海人の釣する小舟漕ぎ隠る見ゆ","","","","","歌枕","","短歌","",""
"明日の日の布勢の浦廻の藤波にけだし来鳴かず散らしてむかも","","","","","歌枕","","短歌","",""
"馬並めていざ打ち行かな渋谿の清き磯廻に寄する波見に","","","","","歌枕","","短歌","",""
"三島野に霞たなびきしかすがに昨日も今日も雪は降りつつ","","","","","歌枕","","短歌","",""
"伊勢の海阿漕が浦に打つ網も度重なれば人の知るらむ","","","","","歌枕","","短歌","",""
"我妹子をいざ見の山を高みかも大和の見えぬ国遠みかも","","","","","歌枕","","短歌","",""
"御食つ国志摩の海人ならし真熊野の小舟に乗りて沖へ漕ぐをみゆ","","","","","歌枕","","短歌","",""
"嗚呼見の浦に船乗りすらむ乙女らが珠裳の袖に潮満らむか","柿本人麻呂","","","","歌枕","","短歌","",""
